Season,Team,AVG,OBP,SLG,OPS,wOBA,R
2005,LAA,0.27027027,0.325134386,0.408783783,0.733918169,0.318566032,761
2017,STL,0.256307129,0.333765392,0.42595978,0.759725172,0.32564603,761
2018,CHC,0.258357041,0.333175205,0.410384068,0.743559273,0.320648773,761
2009,OAK,0.26217765,0.328399034,0.397206303,0.725605337,0.320463476,759
2016,TOR,0.247855448,0.329519819,0.425807629,0.755327448,0.326641255,759
2018,ATL,0.256718022,0.324089003,0.417413113,0.741502116,0.318899684,759
2018,STL,0.248999636,0.320923427,0.409239723,0.73016315,0.315761405,759
2006,FLA,0.264267539,0.331152902,0.434932751,0.766085653,0.329102139,758
2012,COL,0.273623812,0.329727958,0.436435359,0.766163317,0.330874117,758
2019,SEA,0.237272727,0.315542616,0.424,0.739542616,0.314109788,758
2019,PIT,0.264627894,0.321249393,0.420187378,0.741436771,0.31296253,758
2006,KCR,0.271068169,0.332469635,0.410806942,0.743276577,0.323030361,757
2014,DET,0.276554174,0.330851408,0.426110124,0.756961532,0.331212528,757
2006,SEA,0.271604938,0.325020242,0.424338624,0.749358866,0.322434934,756
2007,BAL,0.271532587,0.333493975,0.41218256,0.745676535,0.326894332,756
2003,SFG,0.263929618,0.338283289,0.425036656,0.763319945,0.329883335,755
2010,TOR,0.248225659,0.312138728,0.454231119,0.766369847,0.333504114,755
2014,COL,0.276372059,0.326945126,0.445117605,0.772062731,0.337306861,755
2018,MIL,0.252255503,0.322596309,0.424395525,0.746991834,0.322159059,754
2003,PIT,0.267335602,0.338091419,0.420354775,0.758446194,0.330570595,753
2007,TOR,0.259031791,0.326735885,0.41925578,0.745991665,0.325720547,753
2008,ATL,0.270164168,0.345188948,0.407922912,0.75311186,0.331625618,753
2017,CIN,0.253464624,0.328898263,0.432530999,0.761429262,0.3249787,753
2007,CHC,0.271132376,0.332797427,0.421584263,0.75438169,0.328763763,752
2010,CHW,0.26750547,0.331740276,0.419948942,0.751689218,0.331552839,752
2016,ARI,0.261076787,0.32046332,0.431774051,0.752237371,0.321324138,752
2003,FLA,0.265755919,0.332787153,0.420765027,0.75355218,0.327315144,751
2010,DET,0.268474215,0.335193749,0.415204678,0.750398427,0.329711186,751
2015,TEX,0.257485029,0.325195312,0.413355107,0.738550419,0.320561988,751
2004,CIN,0.250090612,0.331030049,0.417723812,0.748753861,0.326178243,750
2005,TBD,0.2735951,0.328731097,0.42489193,0.753623027,0.327392543,750
2008,MIL,0.252574525,0.325480071,0.431074977,0.756555048,0.329490245,750
2010,MIL,0.262397431,0.334716017,0.423831608,0.758547625,0.334021977,750
2016,DET,0.267100977,0.330932896,0.438110749,0.769043645,0.329924471,750
2017,SEA,0.258692127,0.325312957,0.423527292,0.748840249,0.320798833,750
2006,CIN,0.257298277,0.336010279,0.432456935,0.768467214,0.331815568,749
2012,CHW,0.255346139,0.318256578,0.421891989,0.740148567,0.321532405,748
2015,BOS,0.265070921,0.325330325,0.414539007,0.739869332,0.321069247,748
2008,COL,0.263091596,0.335744133,0.415332013,0.751076146,0.330241525,747
2006,WSN,0.261510464,0.338327694,0.417652411,0.755980105,0.327019493,746
2006,SFG,0.259137426,0.324471598,0.421783625,0.746255223,0.319694674,746
2013,BAL,0.259786476,0.312571521,0.430960854,0.743532375,0.323327625,745
2013,CLE,0.254528819,0.326703619,0.409881061,0.73658468,0.324109207,745
2016,BAL,0.255792903,0.317028985,0.44333816,0.760367145,0.325629505,744
2003,BAL,0.26760812,0.323263327,0.405472197,0.728735524,0.317704749,743
2009,DET,0.260469314,0.330744336,0.416425992,0.747170328,0.327883133,743
2011,TOR,0.248965641,0.316717915,0.412844036,0.729561951,0.319014057,743
2017,BAL,0.26,0.311796377,0.435044247,0.746840624,0.318289663,743
2005,CHW,0.262253572,0.322390019,0.424850786,0.747240805,0.32449262,741
2005,COL,0.266594516,0.333441716,0.41053391,0.743975626,0.325213695,741
2007,OAK,0.256410256,0.337693034,0.407028868,0.744721902,0.328350544,741
2007,SDP,0.250890947,0.321622484,0.410727013,0.732349497,0.319581774,741
2009,BAL,0.268422926,0.331832797,0.415272338,0.747105135,0.327878838,741
2017,OAK,0.245973645,0.319371727,0.435761346,0.755133073,0.322646502,739
2010,ATL,0.258282994,0.338994015,0.400878638,0.739872653,0.327456132,738
2018,MIN,0.249547593,0.31784841,0.404994571,0.722842981,0.31318347,738
2015,COL,0.265434314,0.31524805,0.432340272,0.747588322,0.320867443,737
2018,TEX,0.239867962,0.318270799,0.404181184,0.722451983,0.314589177,737
2003,ANA,0.268452706,0.330367441,0.412793876,0.743161317,0.323185888,736
2010,STL,0.262721039,0.331605378,0.40184049,0.733445868,0.321708307,736
2006,HOU,0.254845136,0.331726907,0.408983879,0.740710786,0.321544206,735
2007,LAD,0.275026718,0.336923324,0.405593159,0.742516483,0.325697903,735
2008,PIT,0.258351101,0.319864777,0.403162757,0.723027534,0.316765475,735
2009,ATL,0.263404946,0.338621794,0.405488355,0.744110149,0.326913517,735
2011,CIN,0.256236635,0.32576,0.40787598,0.73363598,0.321720419,735
2011,COL,0.257756132,0.329193548,0.409812409,0.739005957,0.323652535,735
2017,DET,0.258279337,0.32420984,0.42386609,0.74807593,0.320794866,735
2017,NYM,0.250272232,0.320397847,0.43430127,0.754699117,0.321687028,735
2012,BOS,0.26034975,0.315068493,0.414882226,0.729950719,0.316181072,734
2012,ARI,0.259245697,0.327911943,0.418161845,0.746073788,0.32323795,734
2013,LAA,0.264137437,0.328941025,0.414459556,0.743400581,0.324975662,733
2017,ATL,0.262714899,0.326023391,0.412428366,0.738451757,0.315638258,732
2017,MIL,0.249314066,0.322172985,0.429120175,0.75129316,0.321109878,732
2006,SDP,0.262733142,0.332262726,0.416427546,0.748690272,0.324724952,731
2011,ARI,0.250322818,0.322361892,0.413207895,0.735569787,0.321550857,731
2012,WSN,0.261442564,0.322152001,0.42760463,0.749756631,0.324050106,731
2006,MIL,0.25768452,0.326853377,0.419841708,0.746695085,0.322329449,730
2009,STL,0.262763037,0.332130556,0.415004574,0.74713513,0.32520264,730
2011,KCR,0.27503526,0.328663446,0.415021156,0.743684602,0.3248809,730
2013,TEX,0.262309758,0.323252032,0.411996418,0.73524845,0.322724262,730
2005,BAL,0.268780399,0.327042993,0.43397586,0.761018853,0.329649728,729
2014,OAK,0.244183949,0.319620761,0.380703336,0.700324097,0.311540527,729
2015,HOU,0.249679428,0.315188616,0.436526836,0.751715452,0.324613373,729
2016,PIT,0.257307831,0.332475884,0.40166005,0.734135934,0.318433259,729
2019,BAL,0.246426018,0.310087577,0.414581844,0.724669421,0.307808494,729
2005,MIL,0.259361233,0.331198686,0.422723935,0.753922621,0.327158819,726
2012,DET,0.267896274,0.334538878,0.422388604,0.756927482,0.328270537,726
2019,TOR,0.236482796,0.305020576,0.428181321,0.733201897,0.309689503,726
2007,STL,0.273648037,0.337457268,0.405317417,0.742774685,0.325823305,725
2016,LAD,0.249184487,0.319256481,0.408843783,0.728100264,0.31448827,725
2003,CHC,0.259286102,0.323071884,0.416198586,0.73927047,0.320797975,724
2007,PIT,0.262704255,0.324504387,0.411384449,0.735888836,0.321760633,724
2009,CHW,0.258099945,0.328960314,0.411495515,0.740455829,0.325724556,724
2015,KCR,0.268520179,0.321769154,0.412197309,0.733966463,0.317963981,724
2016,HOU,0.246528403,0.318601262,0.416591523,0.735192785,0.316748821,724
2005,DET,0.271510174,0.321457888,0.428061406,0.749519294,0.324444873,723
2007,HOU,0.259946476,0.329598207,0.412310437,0.741908644,0.324821993,723
2014,TOR,0.258605154,0.322570123,0.413768246,0.736338369,0.325092328,723
2005,NYM,0.258128973,0.321704788,0.415803814,0.737508602,0.319732093,722
2016,MIN,0.250800996,0.316178835,0.421324314,0.737503149,0.316970675,722
2011,MIL,0.261061134,0.32498341,0.425004589,0.749987999,0.326710068,721
2018,LAA,0.241776315,0.313217448,0.413011695,0.726229143,0.313271267,721
2004,KCR,0.258577103,0.322100441,0.397435897,0.719536338,0.314361881,720
2008,ARI,0.250508411,0.327036793,0.414864115,0.741900908,0.324361584,720
2009,ARI,0.253009883,0.324428709,0.417610062,0.742038771,0.32357616,720
2015,ARI,0.264471587,0.323807994,0.41440963,0.738217624,0.318933752,720
2004,TOR,0.259989152,0.328406691,0.403362863,0.731769554,0.319899385,719
2010,FLA,0.253661182,0.32101579,0.402639667,0.723655457,0.318410472,719
2004,FLA,0.263762304,0.329442709,0.406489245,0.735931954,0.320589859,718
2007,MIN,0.264396957,0.329688265,0.390981528,0.720669793,0.31727238,718
2011,NYM,0.26375,0.33476874,0.390714285,0.725483025,0.319290843,718
2012,SFG,0.268981648,0.327352797,0.39672544,0.724078237,0.314379516,718
2014,LAD,0.265467625,0.332524664,0.405755395,0.738280059,0.32668225,718
2003,ARI,0.263375224,0.329622458,0.416517055,0.746139513,0.322709537,717
2005,FLA,0.272446383,0.338933289,0.409487459,0.748420748,0.325760582,717
2016,LAA,0.259620696,0.321892702,0.404529552,0.726422254,0.314107358,717
2006,CHC,0.267764453,0.319036621,0.421872203,0.740908824,0.319744033,716
2012,TOR,0.245307089,0.309240924,0.406597412,0.715838336,0.311061561,716
2016,CIN,0.255695279,0.315990057,0.407873154,0.723863211,0.311173695,716
2018,TBR,0.258447488,0.333441453,0.406392694,0.739834147,0.322230944,716
2003,TBD,0.265475769,0.319902912,0.404315528,0.72421844,0.314200422,715
2014,MIN,0.253637506,0.32361469,0.389078498,0.712693188,0.316395237,715
2016,SFG,0.258221024,0.329477911,0.39802336,0.727501271,0.31458598,715
2003,MIL,0.256488824,0.328875281,0.419069935,0.747945216,0.325456219,714
2004,TBD,0.258252781,0.31997361,0.405070217,0.725043827,0.314641984,714
2008,TOR,0.264037797,0.331161426,0.399418499,0.730579925,0.321843406,714
2010,ARI,0.24958889,0.324649951,0.415676959,0.74032691,0.325030827,713
2011,PHI,0.252554221,0.322601416,0.394694389,0.717295805,0.31517052,713
2012,OAK,0.237922923,0.310266406,0.403654785,0.713921191,0.311020359,713
2015,BAL,0.249772105,0.307216839,0.42060164,0.727818479,0.314994512,713
2007,ARI,0.250092626,0.320760959,0.412930715,0.733691674,0.319834121,712
2008,HOU,0.26270409,0.322542966,0.414786277,0.737329243,0.322072462,712
2012,BAL,0.247302158,0.311274509,0.41708633,0.728360839,0.316509519,712
2013,TOR,0.252483294,0.317818063,0.41069171,0.728509773,0.320131121,712
2003,MON,0.258230641,0.326108537,0.400956409,0.727064946,0.316370376,711
2009,WSN,0.257782632,0.336501288,0.406153286,0.742654574,0.327081177,710
2017,LAA,0.242659279,0.314998348,0.397229916,0.712228264,0.306782635,710
2018,TOR,0.243929158,0.311810245,0.427058608,0.738868853,0.318567338,709
2011,BAL,0.256759176,0.316046966,0.412891674,0.72893864,0.319734367,708
2019,CHW,0.26098752,0.314238134,0.413998914,0.728237048,0.30914864,708
2009,CHC,0.254830477,0.331607056,0.406853809,0.738460865,0.324380819,707
2011,TBR,0.243561442,0.321831561,0.40231788,0.724149441,0.319296235,707
2007,KCR,0.261474521,0.32207281,0.387603903,0.709676713,0.312282172,706
2013,COL,0.269869619,0.322654838,0.418467583,0.741122421,0.324148877,706
2017,CHW,0.256121893,0.31363108,0.417195719,0.730826799,0.313034366,706
2014,BAL,0.256254467,0.31123872,0.422265904,0.733504624,0.322659624,705
2008,CIN,0.247209515,0.320634401,0.407868252,0.728502653,0.318833531,704
2011,CLE,0.250499183,0.317296678,0.396442185,0.713738863,0.314237462,704
2005,CHC,0.26969914,0.324302134,0.440007163,0.764309297,0.329171632,703
2015,WSN,0.251105379,0.321016166,0.402542372,0.723558538,0.31452297,703
2017,KCR,0.259393063,0.311418109,0.419617052,0.731035161,0.312252134,702
2005,KCR,0.262584045,0.319867549,0.396147555,0.716015104,0.313145183,701
2012,MIN,0.260338007,0.324805699,0.39032722,0.715132919,0.312791221,701
2019,CIN,0.243669724,0.314808707,0.421651376,0.736460083,0.311881513,701
2008,LAD,0.264257173,0.332952691,0.398656011,0.731608702,0.321240795,700
2012,ATL,0.24718894,0.319828722,0.389124423,0.708953145,0.309845698,700
2013,TBR,0.256590827,0.329044708,0.407728421,0.736773129,0.323760269,700
2003,CLE,0.253589375,0.3160723,0.401112706,0.717185006,0.31311305,699
2005,SEA,0.255674595,0.317266424,0.391320138,0.708586562,0.308807715,699
2004,SEA,0.269835721,0.330905636,0.396364907,0.727270543,0.317126129,698
2013,CIN,0.249136206,0.327263938,0.390798326,0.718062264,0.315540302,698
2010,SFG,0.257106413,0.32113419,0.408345481,0.729479671,0.319724066,697
2012,TBR,0.23953316,0.316691382,0.394220081,0.710911463,0.311248326,697
2015,PIT,0.259634167,0.323368691,0.395666844,0.719035535,0.312732181,697
2005,ARI,0.255675675,0.332480818,0.421081081,0.753561899,0.327568665,696
2015,MIN,0.246753246,0.305328211,0.399122004,0.704450215,0.305129484,696
2015,SFG,0.267026055,0.326129666,0.406109613,0.732239279,0.31826442,696
2018,CIN,0.253796095,0.327572282,0.401482284,0.729054566,0.316890883,696
2003,CIN,0.244872027,0.317708333,0.394990016,0.712698349,0.312250955,694
2015,OAK,0.250892857,0.312042905,0.395,0.707042905,0.307869237,694
2017,TBR,0.244614822,0.31668299,0.42241694,0.73909993,0.315572864,694
2005,HOU,0.256316367,0.322436849,0.40790919,0.730346039,0.317908531,693
2007,CHW,0.246462047,0.317656765,0.404337437,0.721994202,0.316440008,693
2017,TOR,0.240043644,0.312224579,0.411893071,0.72411765,0.311572451,693
2018,ARI,0.234981684,0.309792381,0.397435897,0.707228278,0.30587232,693
2018,PIT,0.253534055,0.317307692,0.407196621,0.724504313,0.312263418,692
2006,PIT,0.26304426,0.326563769,0.39672544,0.723289209,0.31457864,691
2008,KCR,0.268723252,0.320243181,0.396932952,0.717176133,0.315081451,691
2019,KCR,0.24672489,0.309102924,0.400836972,0.709939896,0.301836957,691
2017,PHI,0.24968383,0.314626963,0.408852755,0.723479718,0.310307097,690
2006,TBD,0.254841066,0.313572023,0.419802703,0.733374726,0.316424435,689
2015,DET,0.27029438,0.32773794,0.42016057,0.74789851,0.323605107,689
2015,CHC,0.24421781,0.321388033,0.398105991,0.719494024,0.313325223,689
2005,MIN,0.25898634,0.322764227,0.391085549,0.713849776,0.311865556,688
2013,ATL,0.248851314,0.321258027,0.401764381,0.723022408,0.318144597,688
2009,KCR,0.258857556,0.318489196,0.40527838,0.723767576,0.317605045,686
2014,WSN,0.253157704,0.320987654,0.392998917,0.713986571,0.316702694,686
2016,CHW,0.257297297,0.317273025,0.409909909,0.727182934,0.313871508,686
2016,SDP,0.235283262,0.298892988,0.390293412,0.6891864,0.297324821,686
2005,LAD,0.25289895,0.326308857,0.395177618,0.721486475,0.317074538,685
2010,CHC,0.256531204,0.319624938,0.401487663,0.721112601,0.317862825,685
2013,ARI,0.25863284,0.323196943,0.391472868,0.714669811,0.313553836,685
2004,NYM,0.248734634,0.317478416,0.408532176,0.726010592,0.3141752,684
2005,SDP,0.257360959,0.333118244,0.39131225,0.724430494,0.318264454,684
2012,PHI,0.255050505,0.316557377,0.399531024,0.716088401,0.311387093,684
2007,SFG,0.254062838,0.321887713,0.386601661,0.708489374,0.309734607,683
2015,NYM,0.244436403,0.311856091,0.400036185,0.711892276,0.309186893,683
2014,PIT,0.259393063,0.329713081,0.404443641,0.734156722,0.324547767,682
2019,SDP,0.237618252,0.307640862,0.409942496,0.717583358,0.304628918,682
2010,LAA,0.248360058,0.311269237,0.390306122,0.701575359,0.310012535,681
2004,PIT,0.260441364,0.32112676,0.401057815,0.722184575,0.314457041,680
2005,PIT,0.259285842,0.322465531,0.400143549,0.72260908,0.315287987,680
2016,NYY,0.252290216,0.31440903,0.40509344,0.71950247,0.310684702,680
2003,SDP,0.260712348,0.333171912,0.388175736,0.721347648,0.317735035,678
2019,SFG,0.238752464,0.302147738,0.391647248,0.693794986,0.294797256,678
2018,SEA,0.254307999,0.314172447,0.408126247,0.722298694,0.312641894,677
2018,PHI,0.234144542,0.313995411,0.392514749,0.70651016,0.307361268,677
2010,KCR,0.273733047,0.331007626,0.399357601,0.730365227,0.322679478,676
2012,KCR,0.264726756,0.316511513,0.399929027,0.71644054,0.311055766,676
2018,NYM,0.23445501,0.312408521,0.388624725,0.701033246,0.304680223,676
2016,KCR,0.261167146,0.312156993,0.400036023,0.712193016,0.30716911,675
2007,WSN,0.256340579,0.324535679,0.39039855,0.714934229,0.314748752,673
2009,CIN,0.246979128,0.317562017,0.394177956,0.711739973,0.312851662,673
2016,TBR,0.243203794,0.307117969,0.425652253,0.732770222,0.314507812,672
2008,SEA,0.265461633,0.318078175,0.388977494,0.707055669,0.310340823,671
2009,NYM,0.26994315,0.335090609,0.394278378,0.729368987,0.320405845,671
2016,MIL,0.243714821,0.322231473,0.406754221,0.728985694,0.315203021,671
2016,NYM,0.24583257,0.316005922,0.416559809,0.732565731,0.314616807,671
2012,CIN,0.251415008,0.315292949,0.410626255,0.725919204,0.313849226,669
2014,CLE,0.25309417,0.317179902,0.388699551,0.705879453,0.313043758,669
2015,CLE,0.25648097,0.324533905,0.400625114,0.725159019,0.315405361,669
2017,PIT,0.24386222,0.318069916,0.385672407,0.703742323,0.304343636,668
2010,LAD,0.252119424,0.321552436,0.378916328,0.700468764,0.309292886,667
2011,LAA,0.252856883,0.312520702,0.401959005,0.714479707,0.313333516,667
2012,CLE,0.250678733,0.323567497,0.381357466,0.704924963,0.309976432,667
2015,LAD,0.249953574,0.326101358,0.412627669,0.738729027,0.321768243,667
2010,SDP,0.246227456,0.317402768,0.371365476,0.688768244,0.304201218,665
2014,SFG,0.254752851,0.310658722,0.388194821,0.698853543,0.308109349,665
2010,OAK,0.256240822,0.324386629,0.377936857,0.702323486,0.312942738,663
2015,LAA,0.245707956,0.306554621,0.395791028,0.702345649,0.304958082,661
2014,CHW,0.25257081,0.30983823,0.398340248,0.708178478,0.312344418,660
2009,SFG,0.256872383,0.309348914,0.389222647,0.698571561,0.305071129,657
2010,NYM,0.249039341,0.314497528,0.382616651,0.697114179,0.306746975,656
2013,WSN,0.251103752,0.312594079,0.397534952,0.710129031,0.311430037,656
2015,SEA,0.248737373,0.310684391,0.411075036,0.721759427,0.31278663,656
2018,CHW,0.241173275,0.301521667,0.401412275,0.702933942,0.303987184,656
2010,WSN,0.250092284,0.318181818,0.390180878,0.708362696,0.313000328,655
2015,MIL,0.251459854,0.306854365,0.393248175,0.70010254,0.303612977,655
2016,MIA,0.263205336,0.322214919,0.394267171,0.71648209,0.309489647,655
2011,CHW,0.252090149,0.318650728,0.387677208,0.706327936,0.311948538,654
2011,CHC,0.256442602,0.314271588,0.400792935,0.715064523,0.313535232,654
2016,OAK,0.245818181,0.304043934,0.394727272,0.698771206,0.301885401,653
2012,PIT,0.242609016,0.30376344,0.395048041,0.698811481,0.30361222,651
2012,SDP,0.246956842,0.319391634,0.379933603,0.699325237,0.306608522,651
2014,KCR,0.262578899,0.31352697,0.376014427,0.689541397,0.305630535,651
2012,NYM,0.248990825,0.315684647,0.385688073,0.70137272,0.306243409,650
2013,NYY,0.242429803,0.306924101,0.375848779,0.68277288,0.301204482,650
2014,MIL,0.250091541,0.31059216,0.397107286,0.707699446,0.312531396,650
2015,SDP,0.242624152,0.300083822,0.384826827,0.684910649,0.2980007,650
2005,SFG,0.261259611,0.318576678,0.395825704,0.714402382,0.312263753,649
2013,LAD,0.263522127,0.326086956,0.396284829,0.722371785,0.317047389,649
2016,ATL,0.254624591,0.320711604,0.384294523,0.705006127,0.304213919,649
2013,KCR,0.260046855,0.314946325,0.378626779,0.693573104,0.304888535,648
2015,STL,0.252735229,0.321088881,0.394420131,0.715509012,0.310973458,647
2008,OAK,0.241790497,0.31761624,0.368556228,0.686172468,0.305958385,646
2010,CLE,0.248223072,0.321585903,0.378348824,0.699934727,0.311402569,646
2011,OAK,0.243947175,0.311305207,0.368672046,0.679977253,0.301485072,645
2014,MIA,0.252618273,0.316538524,0.377573131,0.694111655,0.307051704,645
